Country,Year,Code,GDP_per_capital,Tb_new_cases,Tb_deaths,Health_exp_gdp_percent,Treatment_success_rate,mortality_rate,health_exp
Ukraine,2009,UKR,16092.796,53000,11000,3.856,60,20.75471698,620.5382138
Ukraine,2010,UKR,16811.795,50000,11000,3.693,69,22,620.8595894
Ukraine,2011,UKR,17783.957,48000,9000,3.427,67,18.75,609.4562064
Ukraine,2012,UKR,17848.74,46000,8100,3.743,71,17.60869565,668.0783382
Ukraine,2013,UKR,17889.092,44000,8200,3.344,71,18.63636364,598.2112365
Ukraine,2014,UKR,16978.812,43000,8000,3.463,72,18.60465116,587.9762596
Ukraine,2015,UKR,15403.71,41000,7400,3.755,75,18.04878049,578.4093105
Ukraine,2016,UKR,15856.8125,39000,6700,3.652,76,17.17948718,579.0907925
Ukraine,2017,UKR,16310.36,37000,6400,3.559,76,17.2972973,580.4857124
Ukraine,2018,UKR,16978.984,36000,6200,3.528,77,17.22222222,599.0185555
Ukraine,2019,UKR,17636.555,34000,5700,3.225,79,16.76470588,568.7788988
Ukraine,2020,UKR,17092.54,33000,6000,3.727,77,18.18181818,637.0389658
Ukraine,2021,UKR,17846.408,35000,6000,4.092,75,17.14285714,730.2750154
United Kingdom,2001,GBR,45836.996,6800,630,5.616,67,9.264705882,2574.205695
United Kingdom,2002,GBR,46462.96,7800,640,6.01,70,8.205128205,2792.423896
United Kingdom,2003,GBR,47704.984,8000,650,6.277,71,8.125,2994.441846
United Kingdom,2004,GBR,48600.23,7900,570,6.642,71,7.215189873,3228.027277
United Kingdom,2005,GBR,49586.67,9200,560,6.782,71,6.086956522,3362.967959
United Kingdom,2006,GBR,50395.383,9300,570,7.004,74,6.129032258,3529.692625
United Kingdom,2007,GBR,51317.055,9000,470,7.018,76,5.222222222,3601.43092
United Kingdom,2008,GBR,50788.082,9300,510,7.311,77,5.483870968,3713.116675
United Kingdom,2009,GBR,48076.367,9100,470,8.11,81,5.164835165,3898.993364
United Kingdom,2010,GBR,48766.29,8800,430,7.995,81,4.886363636,3898.864886
United Kingdom,2011,GBR,48937.477,9500,400,7.975,79,4.210526316,3902.763791
United Kingdom,2012,GBR,49331.72,9300,400,7.963,80,4.301075269,3928.284864
United Kingdom,2013,GBR,49884.434,8300,410,7.884,82,4.939759036,3932.888777
United Kingdom,2014,GBR,51100.336,7400,400,7.883,81,5.405405405,4028.239487
United Kingdom,2015,GBR,51823.973,6600,390,7.846,79,5.909090909,4066.108922
United Kingdom,2016,GBR,52421.082,6500,340,7.841,81,5.230769231,4110.33704
United Kingdom,2017,GBR,53449.293,5900,330,7.657,81,5.593220339,4092.612365
United Kingdom,2018,GBR,53872.934,5400,330,7.711,80,6.111111111,4154.141941
United Kingdom,2019,GBR,54440.105,5400,340,7.888,78,6.296296296,4294.235482
United Kingdom,2020,GBR,48656.164,4700,340,10.103,78,7.234042553,4915.732249
United Kingdom,2021,GBR,52872.195,5400,340,10.064,86,6.296296296,5321.057705
United States,2000,USA,55038.62,19000,1800,5.543,83,9.473684211,3050.790707
United States,2001,USA,55017.305,18000,1700,5.968,83,9.444444444,3283.432762
United States,2002,USA,55436.117,17000,1600,6.326,83,9.411764706,3506.888761
United States,2003,USA,56498.207,17000,1400,6.524,83,8.235294118,3685.943025
United States,2004,USA,58131.633,17000,1300,6.61,84,7.647058824,3842.500941
United States,2005,USA,59604.754,16000,1200,6.63,83,7.5,3951.79519
United States,2006,USA,60676.566,16000,1100,6.784,84,6.875,4116.298237
United States,2007,USA,61306.598,15000,930,6.886,85,6.2,4221.572338
United States,2008,USA,60798.434,15000,930,7.197,86,6.2,4375.663295
United States,2009,USA,58714.973,13000,830,7.831,62,6.384615385,4597.969536
United States,2010,USA,59799.285,13000,820,7.887,66,6.307692308,4716.369608
United States,2011,USA,60294.98,12000,750,7.875,80,6.25,4748.229675
United States,2012,USA,61224.406,11000,700,7.852,84,6.363636364,4807.340359
United States,2013,USA,62089.348,10000,730,7.886,83,7.3,4896.365983
United States,2014,USA,63191.246,10000,640,13.329,85,6.4,8422.761179
United States,2015,USA,64575.406,10000,620,13.598,83,6.2,8780.963708
United States,2016,USA,65275.57,10000,670,13.83,80,6.7,9027.611331
United States,2017,USA,66458.02,10000,650,13.796,77,6.5,9168.548439
United States,2018,USA,68070.21,9800,640,13.694,79,6.530612245,9321.534557
United States,2019,USA,69511.766,9800,640,13.694,75,6.530612245,9518.941236
United States,2020,USA,67352.39,7900,640,15.694,74,8.101265823,10570.28409
United States,2021,USA,71318.305,8700,640,14.431,76,7.356321839,10291.94459
