Country,Year,Code,GDP_per_capital,Tb_new_cases,Tb_deaths,Health_exp_gdp_percent,Treatment_success_rate,mortality_rate
United Kingdom,2007,GBR,51317.055,9000,470,7.018,76,
United Kingdom,2008,GBR,50788.082,9300,510,7.311,77,
United Kingdom,2009,GBR,48076.367,9100,470,8.11,81,
United Kingdom,2010,GBR,48766.29,8800,430,7.995,81,
United Kingdom,2011,GBR,48937.477,9500,400,7.975,79,
United Kingdom,2012,GBR,49331.72,9300,400,7.963,80,
United Kingdom,2013,GBR,49884.434,8300,410,7.884,82,
United Kingdom,2014,GBR,51100.336,7400,400,7.883,81,
United Kingdom,2015,GBR,51823.973,6600,390,7.846,79,
United Kingdom,2016,GBR,52421.082,6500,340,7.841,81,
United Kingdom,2017,GBR,53449.293,5900,330,7.657,81,
United Kingdom,2018,GBR,53872.934,5400,330,7.711,80,
United Kingdom,2019,GBR,54440.105,5400,340,7.888,78,
United Kingdom,2020,GBR,48656.164,4700,340,10.103,78,
United Kingdom,2021,GBR,52872.195,5400,340,10.064,86,
United States,2000,USA,55038.62,19000,1800,5.543,83,
United States,2001,USA,55017.305,18000,1700,5.968,83,
United States,2002,USA,55436.117,17000,1600,6.326,83,
United States,2003,USA,56498.207,17000,1400,6.524,83,
United States,2004,USA,58131.633,17000,1300,6.61,84,
United States,2005,USA,59604.754,16000,1200,6.63,83,
United States,2006,USA,60676.566,16000,1100,6.784,84,
United States,2007,USA,61306.598,15000,930,6.886,85,
United States,2008,USA,60798.434,15000,930,7.197,86,
United States,2009,USA,58714.973,13000,830,7.831,62,
United States,2010,USA,59799.285,13000,820,7.887,66,
United States,2011,USA,60294.98,12000,750,7.875,80,
United States,2012,USA,61224.406,11000,700,7.852,84,
United States,2013,USA,62089.348,10000,730,7.886,83,
United States,2014,USA,63191.246,10000,640,13.329,85,
United States,2015,USA,64575.406,10000,620,13.598,83,
United States,2016,USA,65275.57,10000,670,13.83,80,
United States,2017,USA,66458.02,10000,650,13.796,77,
United States,2018,USA,68070.21,9800,640,13.694,79,
United States,2019,USA,69511.766,9800,640,13.694,75,
United States,2020,USA,67352.39,7900,640,15.694,74,
United States,2021,USA,71318.305,8700,640,14.431,76,
